ulpin,village,owner_primary,owner_count,area_textual,area_unit,area_ha_textual,declared_value_inr,income_stated_inr,mortgaged,mutation_events,injected_area_mismatch,injected_duplicate,injected_benami
UP231000000077,Rampur Khurd,Suresh Chauhan,2,7.2933,bigha,1.844481,2307454.14,1622082.353568123,False,0,True,False,False
UP231000000078,Rampur Khurd,Suresh Patel,1,7.621,bigha,1.927352,1647991.84,391532.5104461454,False,2,False,False,False
UP231000000079,Rampur Khurd,Usha Patel,1,7.3516,bigha,1.859212,1859571.86,1572432.5187098274,False,1,False,False,False
UP231000000080,Rampur Khurd,Prabha Dubey,1,5.6145,bigha,1.419899,3176862.97,707216.7669899432,False,0,False,False,False
UP231000000081,Rampur Khurd,Hari Dubey,1,3.2112,bigha,0.81211,959273.41,1971751.838787367,False,1,False,False,False
UP231000000082,Rampur Khurd,Prabha Mishra,1,3.4862,bigha,0.88166,1779883.74,1009463.7088389824,False,3,False,False,False
UP231000000083,Rampur Khurd,Dinesh Maurya,1,7.3303,bigha,1.853843,1657710.28,335906.1292141231,True,1,False,False,False
UP231000000084,Rampur Khurd,Santosh Gupta,1,4.2693,bigha,1.079706,1173295.61,1889053.276950332,True,0,False,False,False
UP231000000085,Rampur Khurd,Dinesh Chauhan,1,5.2924,bigha,1.338457,2203989.15,1291611.6195663603,False,2,False,False,False
UP231000000086,Rampur Khurd,Pushpa Pandey,1,7.9102,bigha,2.000483,2774930.34,857561.5536306475,False,4,False,False,False
UP231000000087,Rampur Khurd,Pushpa Verma,1,6.2234,bigha,1.5739,2592295.0,1077977.1945398205,False,2,False,False,False
UP231000000088,Rampur Khurd,Rajesh Mishra,1,4.5252,bigha,1.144418,2563717.62,918762.7617603269,False,2,False,False,False
UP231000000089,Rampur Khurd,Bharat Srivastava,1,5.0828,bigha,1.285446,1309519.61,283694.82344699674,False,2,False,False,False
UP231000000090,Rampur Khurd,Geeta Chauhan,1,7.1985,bigha,1.820498,1888998.63,1869600.5975069809,False,3,False,False,False
UP231000000091,Rampur Khurd,Nirmala Yadav,1,4.9768,bigha,1.258638,1575062.18,1345622.847136241,False,4,False,False,False
UP231000000092,Rampur Khurd,Kamla Patel,1,4.2636,bigha,1.078276,1983502.67,996050.3813501718,False,0,False,False,False
UP231000000093,Rampur Khurd,Hari Sharma,1,7.3409,bigha,1.856522,2565630.9,773145.2784251443,False,2,False,False,False
UP231000000094,Rampur Khurd,Rajesh Singh,1,4.0985,bigha,1.036517,1816837.21,1875522.2395902139,False,2,False,False,False
UP231000000095,Rampur Khurd,Savitri Pandey,1,4.0931,bigha,1.035144,1183702.86,1123298.05504644,False,2,False,False,False
UP231000000096,Rampur Khurd,Geeta Yadav,1,7.7339,bigha,1.955901,4816304.85,400088.04480078915,False,3,False,False,False
UP231000000097,Rampur Khurd,Hari Yadav,1,7.9788,bigha,2.017836,2976087.14,1041229.4049113399,False,2,False,False,False
UP231000000098,Rampur Khurd,Usha Sharma,1,2.5463,bigha,0.643954,1400588.81,728299.7839803926,False,2,False,False,False
UP231000000099,Rampur Khurd,Mohan Tiwari,2,2.3604,bigha,0.596933,742188.05,547490.3803229145,False,2,False,False,False
UP231000000100,Rampur Khurd,Ashok Pandey,1,1.3806,bigha,0.349158,823113.38,660571.4402968689,False,1,False,False,False
UP231000000101,Rampur Khurd,Santosh Dubey,1,5.4807,bigha,1.386071,1623504.78,570184.3156862977,False,0,False,False,False
UP231000000102,Rampur Khurd,Usha Verma,1,5.536,bigha,1.400046,2731809.14,939497.0500532986,False,4,True,False,False
UP231000000103,Rampur Khurd,Sunita Patel,1,3.084,bigha,0.779935,708486.71,1988834.9549061484,False,0,False,False,False
UP231000000104,Rampur Khurd,Dinesh Singh,1,7.9464,bigha,2.009651,2914426.37,1752278.542090346,False,3,False,False,False
UP231000000105,Rampur Khurd,Santosh Patel,1,4.4895,bigha,1.135395,2497543.01,570272.8731571736,False,2,False,False,False
UP231000000106,Rampur Khurd,Sunita Verma,1,6.0541,bigha,1.531071,2271881.81,545244.6291263672,False,0,False,False,False
UP231000000107,Rampur Khurd,Pushpa Verma,1,2.7632,bigha,0.698822,729250.3,116021.24238107432,False,2,False,False,True
UP231000000108,Rampur Khurd,Pushpa Pandey,1,3.6224,bigha,0.916114,965281.51,815274.3581635508,False,3,False,False,False
UP231000000109,Rampur Khurd,Suresh Gupta,1,4.5173,bigha,1.142417,2524730.27,197919.59531662622,False,4,False,False,False
UP231000000110,Rampur Khurd,Rekha Verma,1,4.6406,bigha,1.173606,2486136.81,823257.3143085529,False,2,False,False,False
UP231000000111,Rampur Khurd,Vijay Pandey,2,9.4124,bigha,2.3804,2472758.61,472764.3871809842,False,4,True,False,False
UP231000000112,Rampur Khurd,Sunita Maurya,1,0.5165,bigha,0.130614,400152.01,883545.2225896261,False,1,True,False,False
UP231000000113,Rampur Khurd,Rajesh Srivastava,1,4.1589,bigha,1.051788,853253.4,1148122.7657313882,True,0,False,False,False
UP231000000114,Rampur Khurd,Geeta Verma,2,6.6141,bigha,1.672708,2098331.85,854103.2027463358,False,3,False,False,False
UP231000000115,Rampur Khurd,Nirmala Dubey,1,2.9845,bigha,0.754788,1857879.1,1950295.5167083999,False,0,False,False,False
UP231000000116,Rampur Khurd,Savitri Maurya,1,4.7263,bigha,1.195287,1023085.91,1864656.0863838526,False,1,False,False,False
UP231000000117,Rampur Khurd,Santosh Singh,1,3.3788,bigha,0.85451,1758212.03,1601946.3619448848,False,0,False,False,False
UP231000000118,Rampur Khurd,Bharat Chauhan,1,3.4753,bigha,0.878897,1858904.22,156288.7519958137,False,3,False,False,False
UP231000000119,Rampur Khurd,Nirmala Tiwari,1,6.0474,bigha,1.529391,2046865.24,302446.74365139613,True,2,False,False,False
UP231000000120,Rampur Khurd,Rekha Yadav,1,2.6889,bigha,0.680011,992313.02,260929.08216419278,False,1,False,False,False
UP231000000121,Rampur Khurd,Savitri Patel,1,2.7481,bigha,0.695005,1480731.46,786137.3333501032,False,3,False,False,False
UP231000000122,Rampur Khurd,Bharat Tiwari,1,2.0409,bigha,0.516141,1124049.63,437510.81550636725,False,2,True,False,False
UP231000000169,Rampur Khurd,Kusum Maurya,1,1.8495,bigha,0.467727,984542.03,151140.60648313715,False,1,False,True,False
UP231000000124,Rampur Khurd,Vijay Mishra,1,5.44,bigha,1.375769,2773415.26,1599245.8501181195,True,4,False,False,False
UP231000000125,Rampur Khurd,Dinesh Gupta,1,0.5791,bigha,0.146456,181584.84,1070284.856997585,False,4,False,False,False
UP231000000126,Rampur Khurd,Usha Sharma,1,3.1123,bigha,0.787089,760295.43,122199.39432797079,False,0,False,False,True
UP231000000127,Rampur Khurd,Hari Pandey,1,1.9564,bigha,0.494764,802745.15,910101.8288811963,False,3,True,False,False
UP231000000128,Rampur Khurd,Prabha Chauhan,1,1.2631,bigha,0.319448,729097.34,455223.68770097743,False,3,False,False,False
UP231000000129,Rampur Khurd,Bharat Chauhan,1,0.9644,bigha,0.243891,346244.72,322202.9175444287,False,1,True,False,False
UP231000000130,Rampur Khurd,Nirmala Tiwari,1,4.6618,bigha,1.17898,1924557.56,366563.4166858144,False,3,False,False,False
UP231000000131,Rampur Khurd,Kusum Yadav,1,5.3647,bigha,1.35673,2073267.92,1121456.3745891568,True,3,True,False,False
UP231000000132,Rampur Khurd,Sunita Sharma,1,2.4711,bigha,0.624945,1415961.98,265267.7113878191,False,0,False,False,False
UP231000000133,Rampur Khurd,Hari Chauhan,1,1.5443,bigha,0.390544,449615.02,493191.1694283554,True,4,False,False,False
UP231000000134,Rampur Khurd,Rekha Sharma,1,1.5663,bigha,0.396114,742746.86,1292844.3594800506,False,0,False,False,False
UP231000000135,Rampur Khurd,Suresh Sharma,1,7.6269,bigha,1.928844,2616268.71,104698.86176977101,False,0,False,False,False
UP231000000136,Rampur Khurd,Dinesh Verma,1,4.2104,bigha,1.064801,1436278.36,638826.844407132,False,1,False,False,False
UP231000000137,Rampur Khurd,Hari Sharma,1,5.2899,bigha,1.337811,1135190.69,1408324.5756318697,True,2,True,False,False
UP231000000138,Rampur Khurd,Mohan Yadav,1,2.1007,bigha,0.531257,495394.58,1227991.0439980226,False,3,False,False,False
UP231000000139,Rampur Khurd,Geeta Srivastava,1,7.9471,bigha,2.009809,2095929.99,1107965.725438694,True,1,False,False,False
UP231000000140,Rampur Khurd,Mohan Chauhan,1,5.9751,bigha,1.511095,2111922.17,915838.6088725696,False,1,False,False,False
UP231000000141,Rampur Khurd,Ashok Verma,1,4.3831,bigha,1.108491,1846954.23,1520902.9178643741,False,0,False,False,False
UP231000000142,Rampur Khurd,Ramesh Singh,1,7.5044,bigha,1.897871,1944123.93,1735546.6074798203,False,2,False,False,False
UP231000000143,Rampur Khurd,Usha Mishra,1,5.2143,bigha,1.318691,2178192.47,889320.7893132636,False,0,False,False,False
UP231000000144,Rampur Khurd,Geeta Maurya,1,2.9506,bigha,0.746214,1340903.48,1550125.8491396925,False,0,False,False,False
UP231000000145,Rampur Khurd,Mohan Sharma,1,5.0922,bigha,1.287824,1150733.35,116607.95788593106,False,1,False,False,True
UP231000000146,Rampur Khurd,Savitri Tiwari,1,3.289,bigha,0.831793,1725654.98,1759574.1071600653,False,0,False,False,False
UP231000000147,Rampur Khurd,Prabha Sharma,1,3.914,bigha,0.989846,1397871.58,1049259.0109466282,False,2,False,False,False
UP231000000148,Rampur Khurd,Geeta Tiwari,1,7.4837,bigha,1.892628,4273032.96,1150443.0981421426,False,3,False,False,False
UP231000000149,Rampur Khurd,Rekha Gupta,2,2.8302,bigha,0.715766,677726.9,967817.7342946933,False,2,False,False,False
UP231000000150,Rampur Khurd,Vijay Tiwari,1,0.5478,bigha,0.138547,207413.74,542695.7095335117,False,0,False,False,False
UP231000000151,Rampur Khurd,Vijay Patel,1,4.1902,bigha,1.059706,955665.59,1994222.613204342,False,0,False,False,False
UP231000000152,Rampur Khurd,Prabha Chauhan,1,1.2168,bigha,0.307736,316036.41,1657929.4945990103,True,1,False,False,False
UP231000000153,Rampur Khurd,Vijay Gupta,1,7.5767,bigha,1.916137,1976285.17,1563278.5783033466,True,2,False,False,False
UP231000000154,Rampur Khurd,Bharat Yadav,1,2.1127,bigha,0.534291,1205453.05,381815.21500128886,False,2,False,True,False
UP231000000155,Rampur Khurd,Geeta Gupta,1,0.5897,bigha,0.149129,329819.26,1966877.751218881,True,0,False,False,False
UP231000000156,Rampur Khurd,Meena Dubey,1,1.4659,bigha,0.370735,867013.8,1675776.7367130942,False,0,False,False,False
UP231000000157,Rampur Khurd,Dinesh Tiwari,2,2.5624,bigha,0.648022,1009759.96,382399.67723067047,False,4,False,False,False
UP231000000158,Rampur Khurd,Suresh Sharma,1,4.5839,bigha,1.159264,1882592.96,1834086.3315368972,False,3,False,False,False
UP231000000159,Rampur Khurd,Savitri Maurya,1,4.4304,bigha,1.120451,3515083.53,1900824.7086173445,False,3,True,False,False
UP231000000160,Rampur Khurd,Santosh Mishra,1,1.5828,bigha,0.400293,549238.78,515736.9892139968,False,0,True,False,False
UP231000000161,Rampur Khurd,Pushpa Yadav,1,0.6643,bigha,0.168013,301959.46,141722.41474811186,False,4,False,False,True
UP231000000162,Rampur Khurd,Vijay Srivastava,1,4.9171,bigha,1.243541,1365529.83,682964.1356661202,False,1,False,False,False
UP231000000163,Rampur Khurd,Bharat Verma,1,6.0599,bigha,1.532544,1392073.88,1516152.3233937668,False,2,True,False,False
UP231000000164,Rampur Khurd,Ramesh Yadav,1,3.3945,bigha,0.858476,1755921.74,1941293.4677008018,False,3,False,False,False
UP231000000165,Rampur Khurd,Hari Pandey,1,1.0625,bigha,0.268711,645206.45,1958278.8935072636,False,4,False,False,False
UP231000000166,Rampur Khurd,Sunita Patel,1,4.7883,bigha,1.210954,2697706.85,391820.87558179494,False,3,False,False,False
UP231000000167,Rampur Khurd,Savitri Gupta,1,5.314,bigha,1.34391,1960490.75,804938.9971974201,False,1,False,False,False
UP231000000168,Rampur Khurd,Mohan Gupta,1,7.1968,bigha,1.820068,3414957.52,1220480.2403768466,False,3,True,False,False
UP231000000169,Rampur Khurd,Mohan Dubey,1,3.8678,bigha,0.978166,2360710.54,417613.09614116885,False,1,False,False,False
UP231000000170,Rampur Khurd,Savitri Singh,1,7.331,bigha,1.854018,4364536.75,227322.71079236356,False,3,False,False,False
UP231000000171,Rampur Khurd,Mohan Dubey,1,3.2891,bigha,0.831818,1533849.84,601859.5973237052,False,4,True,False,False
UP231000000172,Rampur Khurd,Savitri Sharma,1,6.9368,bigha,1.754307,3445894.46,147249.66426856816,False,2,False,False,True
UP231000000173,Rampur Khurd,Suresh Yadav,1,4.3645,bigha,1.103788,1181332.38,691133.8772489268,False,1,False,True,False
UP231000000174,Rampur Khurd,Suresh Pandey,1,1.9933,bigha,0.504111,718962.9,982015.081195087,False,0,False,False,False
UP231000000175,Rampur Khurd,Suresh Singh,1,1.7264,bigha,0.436594,1013176.91,1523026.1555213733,False,2,False,False,False
UP231000000176,Rampur Khurd,Ramesh Sharma,1,7.3364,bigha,1.855367,3526183.51,1242169.7059396142,True,2,False,False,False
UP231000000177,Rampur Khurd,Usha Srivastava,1,7.7486,bigha,1.959631,4363987.79,1166768.5227837416,False,2,False,False,False
UP231000000178,Rampur Khurd,Geeta Maurya,1,6.2411,bigha,1.578364,3676747.34,1630316.6630037066,False,4,False,False,False
UP231000000179,Rampur Khurd,Rajesh Srivastava,1,3.1887,bigha,0.806429,1056689.66,422974.6617169194,False,4,False,False,False
UP231000000180,Rampur Khurd,Nirmala Chauhan,2,7.1707,bigha,1.813469,2993695.35,1748245.7339266369,False,2,False,False,False
UP231000000181,Rampur Khurd,Prabha Sharma,1,2.9947,bigha,0.757365,1876211.47,695486.7363389436,True,1,False,False,False
UP231000000182,Rampur Khurd,Dinesh Sharma,1,3.3749,bigha,0.853505,737542.23,478887.0773334222,False,0,False,False,False
UP231000000183,Rampur Khurd,Suresh Mishra,1,1.467,bigha,0.370999,538704.55,1218474.3075193367,True,3,False,False,False
UP231000000184,Rampur Khurd,Usha Tiwari,2,6.441,bigha,1.628917,2342101.32,1316610.0620180324,False,4,False,False,False
UP231000000185,Rampur Khurd,Usha Mishra,1,5.171,bigha,1.307742,2604020.73,895768.9283657086,False,4,False,False,False
UP231000000186,Rampur Khurd,Pushpa Verma,1,0.5205,bigha,0.131643,255621.84,1823072.0841126048,False,3,False,False,False
UP231000000187,Rampur Khurd,Pushpa Patel,1,5.1824,bigha,1.310633,1246933.83,362949.4410781156,False,2,True,False,False
UP231000000188,Rampur Khurd,Rajesh Dubey,1,2.4769,bigha,0.626414,919155.63,1422722.7596952103,True,4,True,False,False
UP231000000189,Rampur Khurd,Usha Dubey,1,6.0772,bigha,1.536918,3120582.34,525571.3467151041,False,2,False,False,False
UP231000000190,Rampur Khurd,Bharat Yadav,1,0.5873,bigha,0.148537,354771.4,1060578.386580993,False,3,False,False,False
UP231000000191,Rampur Khurd,Rajesh Sharma,1,2.8705,bigha,0.72594,1790995.06,1515954.0328488403,True,4,False,False,False
UP231000000192,Rampur Khurd,Meena Gupta,1,1.2308,bigha,0.311264,597672.14,104174.2008073517,False,2,False,False,False
UP231000000193,Rampur Khurd,Mohan Patel,1,2.1169,bigha,0.535369,1178745.3,462099.65170843166,False,3,False,False,False
UP231000000194,Rampur Khurd,Usha Dubey,1,6.2177,bigha,1.572461,3825725.1,343925.3858979978,False,4,True,False,False
UP231000000195,Rampur Khurd,Pushpa Pandey,1,4.5357,bigha,1.147087,1739675.73,1285918.4194902375,False,2,True,False,False
UP231000000196,Rampur Khurd,Santosh Mishra,1,7.0811,bigha,1.790805,2718543.67,124263.9786987525,True,0,False,True,False
UP231000000197,Rampur Khurd,Ashok Verma,1,6.152,bigha,1.555829,1330110.93,1646649.8133534906,True,3,False,False,False
UP231000000198,Rampur Khurd,Vijay Srivastava,1,5.7847,bigha,1.462955,2781041.32,1534704.6398962447,False,4,False,False,False
UP231000000199,Rampur Khurd,Geeta Yadav,1,1.6528,bigha,0.417987,563643.22,196625.33827093086,False,4,False,False,False
UP231000000200,Rampur Khurd,Pushpa Singh,1,2.7018,bigha,0.683287,1650496.59,1274733.1418689184,False,4,False,False,False
