ulpin,village,owner_primary,owner_count,area_textual,area_unit,area_ha_textual,declared_value_inr,income_stated_inr,mortgaged,mutation_events,injected_area_mismatch,injected_duplicate,injected_benami
TN042000000052,Vellore Nagar,Murugan Mudaliar,1,208.4281,cents,0.843479,1868772.76,1080640.6978801172,False,0,True,False,False
TN042000000053,Vellore Nagar,Rajan Thevar,1,460.3261,cents,1.862875,3675303.81,1816983.728634233,False,3,False,False,False
TN042000000054,Vellore Nagar,Rajan Naicker,1,348.9415,cents,1.412118,3307428.12,1613323.8227038728,False,0,False,False,False
TN042000000055,Vellore Nagar,Arjun Thevar,1,475.3794,cents,1.923794,2777484.51,823153.3175961789,False,2,False,False,False
TN042000000056,Vellore Nagar,Selvam Mudaliar,1,11.7311,cents,0.047474,99751.5,123194.75316569976,False,3,False,False,False
TN042000000057,Vellore Nagar,Kumar Iyengar,1,411.8595,cents,1.666738,1921721.73,451195.97600167035,True,0,False,False,False
TN042000000058,Vellore Nagar,Kumar Chettiar,1,309.434,cents,1.252236,2473883.82,1230441.0739789673,False,1,False,False,False
TN042000000059,Vellore Nagar,Kavitha Rajan,1,423.2217,cents,1.712719,1559214.84,994552.0040067807,True,4,False,False,False
TN042000000060,Vellore Nagar,Meenakshi Iyengar,1,367.3005,cents,1.486414,2446874.79,1635162.6838879564,False,1,False,False,False
TN042000000061,Vellore Nagar,Senthil Rajan,1,25.8194,cents,0.104487,107052.0,482255.5639671714,False,0,True,False,False
TN042000000062,Vellore Nagar,Padmini Thevar,1,272.328,cents,1.102073,1425795.4,1684268.0703258514,False,3,True,False,False
TN042000000063,Vellore Nagar,Padmini Reddy,1,164.5964,cents,0.666099,1139698.17,495698.6933727227,False,2,False,False,False
TN042000000064,Vellore Nagar,Padmini Naicker,1,292.5391,cents,1.183865,2382037.94,551520.2679187714,False,2,True,False,False
TN042000000065,Vellore Nagar,Anitha Naicker,1,462.582,cents,1.872005,3828529.98,1094893.1268578882,False,1,False,False,False
TN042000000066,Vellore Nagar,Rajan Pillai,1,346.6556,cents,1.402867,2539594.27,265444.19402815786,False,0,False,False,False
TN042000000067,Vellore Nagar,Anitha Naicker,1,108.2722,cents,0.438162,563987.16,1111324.0309535307,False,0,False,False,False
TN042000000068,Vellore Nagar,Arjun Naicker,1,330.0971,cents,1.335857,2006528.28,425422.45339871536,False,2,True,False,False
TN042000000069,Vellore Nagar,Kumar Krishnan,1,352.6891,cents,1.427283,2637243.01,693637.2371869606,False,4,False,False,False
TN042000000004,Vellore Nagar,Selvam Krishnan,1,459.4596,cents,1.859369,2531637.23,1735504.0265364004,False,3,False,True,False
TN042000000071,Vellore Nagar,Kumar Nadar,1,398.2912,cents,1.611829,2749243.54,861551.3020904236,False,4,False,False,False
TN042000000072,Vellore Nagar,Kavitha Thevar,1,302.077,cents,1.222463,1654167.36,285542.42746415583,False,2,False,False,False
TN042000000073,Vellore Nagar,Suresh Reddy,1,406.8213,cents,1.646349,3435982.84,1355674.648162061,False,2,False,False,False
TN042000000074,Vellore Nagar,Priya Nadar,1,372.5656,cents,1.507721,2680200.92,1719759.8409574542,True,2,True,False,False
TN042000000075,Vellore Nagar,Selvam Mudaliar,1,282.1566,cents,1.141848,2550497.16,784546.9884271106,False,2,False,False,False
TN042000000076,Vellore Nagar,Meenakshi Krishnan,1,306.1705,cents,1.239029,1887904.87,441615.01648537273,False,4,False,False,False
TN042000000077,Vellore Nagar,Meenakshi Krishnan,1,49.2309,cents,0.199231,406692.57,1100175.3022432346,False,2,False,False,False
TN042000000078,Vellore Nagar,Vijayalakshmi Chettiar,1,310.3892,cents,1.256101,2934372.39,1116563.1970703716,True,4,False,False,False
TN042000000079,Vellore Nagar,Meenakshi Nadar,2,394.0438,cents,1.59464,1958993.99,1270015.7443720598,False,2,False,False,False
TN042000000080,Vellore Nagar,Arjun Pillai,1,177.9955,cents,0.720323,679612.08,375633.47839961766,False,1,False,False,False
TN042000000081,Vellore Nagar,Priya Pillai,1,324.7079,cents,1.314048,2738899.15,320389.29238762014,True,4,False,False,False
TN042000000082,Vellore Nagar,Kumar Chettiar,1,142.5409,cents,0.576843,869654.57,1209935.9843372712,False,1,True,False,False
TN042000000083,Vellore Nagar,Kavitha Pillai,1,211.5119,cents,0.855959,1449095.2,1402449.1492456954,False,2,False,False,False
TN042000000084,Vellore Nagar,Kavitha Nadar,1,429.656,cents,1.738758,1774997.46,1347149.7949311861,False,4,False,False,False
TN042000000085,Vellore Nagar,Rajan Chettiar,1,97.1854,cents,0.393296,361036.76,1960901.762279227,False,3,False,False,False
TN042000000086,Vellore Nagar,Meenakshi Gounder,1,329.904,cents,1.335075,1070029.51,171887.70221733354,False,1,False,False,False
TN042000000087,Vellore Nagar,Suresh Nadar,1,307.8316,cents,1.245751,1118243.49,1117077.745322735,False,2,True,False,False
TN042000000088,Vellore Nagar,Anitha Gounder,1,281.693,cents,1.139972,2786971.8,1355394.768438533,False,3,False,False,False
TN042000000089,Vellore Nagar,Rajan Iyer,1,271.6306,cents,1.099251,2438386.82,953683.8273442601,False,0,False,False,False
TN042000000090,Vellore Nagar,Arjun Iyer,1,319.9692,cents,1.294871,3923133.91,542672.7537598463,True,3,True,False,False
TN042000000091,Vellore Nagar,Vijayalakshmi Thevar,1,118.0805,cents,0.477855,1035785.51,909801.7814826361,False,3,False,True,False
TN042000000092,Vellore Nagar,Arjun Gounder,1,224.944,cents,0.910317,2160772.14,177327.8992876758,True,3,False,False,False
TN042000000093,Vellore Nagar,Vijayalakshmi Krishnan,1,28.4344,cents,0.11507,127267.52,1049786.5063167708,False,2,False,False,False
TN042000000094,Vellore Nagar,Meenakshi Reddy,1,333.0703,cents,1.347889,1711718.08,468066.08672507334,False,3,False,False,False
TN042000000095,Vellore Nagar,Selvam Gounder,1,394.8911,cents,1.598069,2596229.81,320523.66237814,False,3,False,False,False
TN042000000096,Vellore Nagar,Meenakshi Pillai,1,446.3395,cents,1.806274,1890084.99,1862985.5212414544,False,3,False,False,False
TN042000000097,Vellore Nagar,Priya Mudaliar,1,444.3404,cents,1.798183,3283808.62,1600139.2335420419,False,4,False,False,False
TN042000000098,Vellore Nagar,Vijayalakshmi Gounder,1,457.7398,cents,1.852409,4310607.56,893766.5213819568,True,0,False,False,False
TN042000000099,Vellore Nagar,Kavitha Iyengar,1,379.0086,cents,1.533795,3034415.82,872574.3532543957,False,2,False,True,False
TN042000000100,Vellore Nagar,Suresh Gounder,1,438.3575,cents,1.773972,2641643.44,1600731.5542992086,False,3,False,False,False
TN042000000101,Vellore Nagar,Padmini Pillai,1,262.2209,cents,1.061171,2490576.16,791581.9919642657,True,0,False,False,False
TN042000000102,Vellore Nagar,Priya Mudaliar,1,274.4206,cents,1.110542,2113766.41,1501022.12268398,False,1,False,False,False
TN042000000103,Vellore Nagar,Arjun Iyengar,1,416.4843,cents,1.685454,2695509.96,1110618.5100137126,False,2,False,False,False
TN042000000104,Vellore Nagar,Kavitha Krishnan,1,82.4975,cents,0.333856,352500.5,488086.7011048383,False,0,False,False,False
TN042000000105,Vellore Nagar,Kumar Pillai,1,152.8432,cents,0.618535,561020.15,1756408.0314619786,False,4,False,False,False
TN042000000106,Vellore Nagar,Rajan Pillai,1,82.6858,cents,0.334618,429465.03,1916806.3254363076,False,1,False,False,False
TN042000000107,Vellore Nagar,Murugan Naicker,1,291.5173,cents,1.17973,1828003.99,802377.0723532401,False,0,False,False,False
TN042000000108,Vellore Nagar,Murugan Rajan,1,604.58,cents,2.44665,4485313.26,396501.2081575331,False,4,True,False,False
TN042000000109,Vellore Nagar,Priya Nadar,1,169.9196,cents,0.687641,1261034.77,470784.51818615,False,2,False,False,False
TN042000000110,Vellore Nagar,Priya Rajan,1,82.4935,cents,0.33384,751629.01,802296.937507495,False,2,False,False,False
TN042000000111,Vellore Nagar,Senthil Krishnan,1,449.2501,cents,1.818052,1885802.21,1215642.1284085352,True,4,False,False,False
TN042000000112,Vellore Nagar,Rajan Thevar,1,158.918,cents,0.643119,1125958.61,980558.4849908085,True,3,False,False,False
TN042000000113,Vellore Nagar,Senthil Chettiar,1,317.7181,cents,1.285761,2069134.82,1419065.6874681525,True,4,False,False,False
TN042000000114,Vellore Nagar,Suresh Nadar,1,303.3936,cents,1.227792,1331086.91,712953.035217836,False,2,False,False,False
TN042000000115,Vellore Nagar,Selvam Nadar,1,89.2301,cents,0.361102,1016688.25,1161444.9073785087,False,4,True,False,False
TN042000000116,Vellore Nagar,Murugan Krishnan,1,409.1413,cents,1.655738,1950472.72,1727948.8974739914,True,1,False,False,False
TN042000000117,Vellore Nagar,Suresh Reddy,1,261.6048,cents,1.058678,953605.18,325952.21419785667,False,0,False,False,False
TN042000000118,Vellore Nagar,Anitha Gounder,1,338.5943,cents,1.370244,1164351.65,376558.2576925819,False,2,False,False,False
TN042000000119,Vellore Nagar,Anitha Chettiar,1,94.169,cents,0.381089,793362.13,108224.96451289808,False,1,False,False,False
TN042000000120,Vellore Nagar,Senthil Rajan,1,95.1764,cents,0.385166,974660.03,697132.5176572,False,4,True,False,False
TN042000000121,Vellore Nagar,Senthil Mudaliar,1,569.8514,cents,2.306109,4168409.53,798138.6500646535,True,3,True,False,False
TN042000000122,Vellore Nagar,Kavitha Mudaliar,1,420.6735,cents,1.702407,3460721.8,629184.8313298248,False,4,False,False,False
TN042000000123,Vellore Nagar,Kavitha Iyer,2,142.94,cents,0.578458,1050711.57,1284141.9755148431,False,4,True,False,False
TN042000000060,Vellore Nagar,Meenakshi Iyer,1,27.6307,cents,0.111818,123075.31,1352880.951275567,False,1,False,True,False
TN042000000125,Vellore Nagar,Kumar Iyengar,1,290.383,cents,1.175139,1890856.64,1723267.7921428592,False,3,False,False,False
TN042000000055,Vellore Nagar,Kumar Naicker,1,196.481,cents,0.795131,1214842.3,1984696.4931413198,False,0,False,True,False
TN042000000127,Vellore Nagar,Kavitha Naicker,1,93.1918,cents,0.377134,646901.67,171017.48120581973,False,3,False,True,False
TN042000000128,Vellore Nagar,Arjun Reddy,1,176.3743,cents,0.713762,1317039.23,790335.1801776343,False,3,False,False,False
TN042000000129,Vellore Nagar,Rajan Nadar,1,287.5499,cents,1.163674,1981513.72,911501.1915453104,False,0,False,False,False
TN042000000130,Vellore Nagar,Rajan Thevar,1,262.5309,cents,1.062426,2062861.81,1140368.728661102,False,4,False,False,False
TN042000000131,Vellore Nagar,Senthil Rajan,1,166.1401,cents,0.672346,1486801.06,222412.30610357382,False,3,False,False,False
TN042000000132,Vellore Nagar,Senthil Reddy,1,453.7713,cents,1.836349,2099651.52,618152.730608122,True,0,False,True,False
TN042000000133,Vellore Nagar,Senthil Naicker,1,448.8975,cents,1.816625,3298316.77,1476045.4610081427,True,0,True,False,False
TN042000000134,Vellore Nagar,Anitha Thevar,1,69.9156,cents,0.282939,614364.43,725643.2308363535,False,3,False,False,False
TN042000000135,Vellore Nagar,Meenakshi Reddy,1,130.7099,cents,0.528965,672920.91,1590119.177700932,True,2,False,False,False
TN042000000136,Vellore Nagar,Kavitha Iyengar,1,572.7533,cents,2.317852,1431212.32,1925421.1384553728,False,2,True,False,False
TN042000000137,Vellore Nagar,Suresh Iyer,1,240.8347,cents,0.974624,1463919.27,1698210.5861020996,False,0,False,False,False
TN042000000138,Vellore Nagar,Priya Iyer,1,350.6529,cents,1.419043,2973404.29,1318608.3146857154,True,0,False,False,False
TN042000000139,Vellore Nagar,Suresh Reddy,1,383.9497,cents,1.553791,3480231.45,1402931.4188629447,False,2,False,False,False
TN042000000140,Vellore Nagar,Vijayalakshmi Mudaliar,1,20.16,cents,0.081585,68453.48,1161206.9720737836,False,1,False,False,False
TN042000000141,Vellore Nagar,Kavitha Naicker,1,69.9767,cents,0.283186,763789.15,926801.5970988773,False,3,True,False,False
TN042000000142,Vellore Nagar,Senthil Gounder,1,24.0988,cents,0.097525,239853.69,547422.688257638,False,1,False,False,False
TN042000000143,Vellore Nagar,Anitha Krishnan,1,197.9128,cents,0.800925,1217081.75,1234672.2862633215,True,1,False,False,False
TN042000000144,Vellore Nagar,Senthil Reddy,1,126.0407,cents,0.510069,1386491.47,594554.1390981252,False,2,True,False,False
TN042000000145,Vellore Nagar,Rajan Krishnan,1,186.6902,cents,0.755509,1156794.8,1815306.0850961441,False,2,False,False,False
TN042000000146,Vellore Nagar,Anitha Gounder,1,27.5725,cents,0.111582,138627.39,1441329.438891652,False,3,False,False,False
TN042000000147,Vellore Nagar,Rajan Thevar,1,332.8024,cents,1.346805,3061598.96,1184496.8411555947,False,0,True,False,False
TN042000000148,Vellore Nagar,Kavitha Rajan,1,193.0436,cents,0.78122,1858954.62,301532.8503419211,False,0,False,False,False
TN042000000149,Vellore Nagar,Murugan Naicker,1,616.6344,cents,2.495433,2655332.78,1489935.9129343934,False,4,True,False,False
TN042000000150,Vellore Nagar,Suresh Rajan,1,149.6186,cents,0.605485,1259015.95,1342722.1677665103,True,2,False,False,False
TN042000000151,Vellore Nagar,Senthil Naicker,2,218.7484,cents,0.885244,769051.13,749315.2100534468,False,1,False,False,False
TN042000000152,Vellore Nagar,Kavitha Iyer,1,157.1927,cents,0.636137,1573240.55,1400196.4808666473,False,1,False,False,False
TN042000000153,Vellore Nagar,Kavitha Iyer,1,333.8191,cents,1.350919,2386280.93,581422.6290238611,False,0,False,False,False
TN042000000154,Vellore Nagar,Kavitha Rajan,1,439.6101,cents,1.779041,2323428.42,1215695.9375424674,False,3,False,False,False
TN042000000155,Vellore Nagar,Meenakshi Krishnan,1,208.4949,cents,0.84375,1618412.19,1514068.9771144548,False,2,False,False,False
TN042000000156,Vellore Nagar,Murugan Mudaliar,1,245.7474,cents,0.994505,1041010.61,559382.4127912379,False,4,False,False,False
TN042000000157,Vellore Nagar,Murugan Nadar,2,213.6861,cents,0.864758,1420533.56,1199456.40811395,False,2,False,False,False
TN042000000158,Vellore Nagar,Kumar Rajan,2,470.0926,cents,1.902399,2643381.37,1425277.436739482,True,2,False,False,False
TN042000000159,Vellore Nagar,Kumar Krishnan,1,186.5252,cents,0.754841,1209974.85,1944789.1146288025,True,0,False,False,False
TN042000000160,Vellore Nagar,Meenakshi Chettiar,1,125.0123,cents,0.505907,883623.4,1998596.323538185,False,2,False,False,False
TN042000000161,Vellore Nagar,Priya Naicker,1,386.9932,cents,1.566107,3303173.04,1158342.4650746086,False,4,False,False,False
TN042000000162,Vellore Nagar,Padmini Iyer,1,383.3627,cents,1.551415,2555591.44,1753936.153565787,True,0,False,False,False
TN042000000163,Vellore Nagar,Rajan Iyengar,1,93.9183,cents,0.380074,475938.92,1458879.5142934164,False,1,False,False,False
TN042000000164,Vellore Nagar,Arjun Reddy,1,187.2694,cents,0.757853,644627.65,376610.1812071243,True,3,False,False,False
TN042000000165,Vellore Nagar,Priya Pillai,1,415.2317,cents,1.680385,3915892.09,1259762.0207731135,True,4,False,False,False
TN042000000166,Vellore Nagar,Priya Reddy,1,88.4134,cents,0.357797,303202.27,1613537.5285586119,False,1,False,False,False
TN042000000167,Vellore Nagar,Murugan Reddy,1,471.2581,cents,1.907115,2980540.62,1187627.0323994125,True,4,False,False,False
TN042000000168,Vellore Nagar,Selvam Krishnan,1,218.5891,cents,0.8846,1327332.97,275272.3620695468,False,1,False,True,False
TN042000000169,Vellore Nagar,Rajan Thevar,1,254.4254,cents,1.029624,1564840.65,936151.9143665873,False,3,False,False,False
TN042000000170,Vellore Nagar,Kavitha Thevar,1,427.6357,cents,1.730582,1709073.32,802213.3341904955,False,4,False,False,False
TN042000000171,Vellore Nagar,Priya Nadar,1,436.509,cents,1.766491,2667185.21,1188812.2743996498,False,2,False,False,False
TN042000000172,Vellore Nagar,Vijayalakshmi Reddy,2,451.1198,cents,1.825619,2512592.21,187057.4572708534,False,3,False,False,False
TN042000000173,Vellore Nagar,Arjun Mudaliar,1,377.7737,cents,1.528797,2529373.64,135461.73370285353,False,4,False,False,False
TN042000000174,Vellore Nagar,Priya Rajan,1,136.0171,cents,0.550442,547632.7,288733.90279248805,True,0,False,False,False
TN042000000175,Vellore Nagar,Padmini Pillai,1,156.0319,cents,0.631439,611148.16,370675.045880402,False,2,False,False,False
TN042000000176,Vellore Nagar,Arjun Rajan,1,42.0745,cents,0.17027,144582.98,1303728.4608491275,False,0,False,False,False
TN042000000177,Vellore Nagar,Rajan Thevar,1,180.1495,cents,0.72904,1804935.26,370497.35791444714,False,1,True,False,False
TN042000000178,Vellore Nagar,Selvam Pillai,1,52.5957,cents,0.212847,290244.7,1695026.67108175,False,2,True,False,False
TN042000000179,Vellore Nagar,Arjun Chettiar,1,440.3569,cents,1.782063,2064421.97,1059158.4743491756,False,2,False,False,False
TN042000000180,Vellore Nagar,Murugan Thevar,1,243.4992,cents,0.985407,2298419.22,1378142.167849231,False,3,False,False,False
TN042000000181,Vellore Nagar,Murugan Nadar,1,236.7193,cents,0.95797,2291101.57,944697.5478365292,False,0,False,False,False
TN042000000182,Vellore Nagar,Padmini Mudaliar,1,124.7864,cents,0.504993,827923.37,789698.4396123325,False,4,False,False,False
TN042000000183,Vellore Nagar,Vijayalakshmi Mudaliar,1,441.6915,cents,1.787464,3644867.46,621223.1476941551,False,0,False,True,False
TN042000000184,Vellore Nagar,Kumar Pillai,1,428.3913,cents,1.73364,2338851.08,1704248.9520512694,False,0,False,False,False
TN042000000185,Vellore Nagar,Senthil Iyengar,2,105.358,cents,0.426369,400392.55,1186457.2721315809,True,0,False,False,False
TN042000000186,Vellore Nagar,Suresh Pillai,1,300.3401,cents,1.215434,2266426.42,735174.8183143467,False,0,False,False,False
TN042000000187,Vellore Nagar,Kavitha Thevar,1,313.5876,cents,1.269045,2663684.64,1288162.6393516865,False,0,False,False,False
TN042000000188,Vellore Nagar,Suresh Iyer,2,221.6011,cents,0.896789,872671.21,206000.92234157235,True,3,False,False,False
TN042000000189,Vellore Nagar,Vijayalakshmi Mudaliar,1,62.9232,cents,0.254641,209032.81,1455268.8488985186,False,1,False,False,False
TN042000000190,Vellore Nagar,Suresh Pillai,1,39.6407,cents,0.16042,213332.29,928111.4434818841,False,2,False,False,False
TN042000000191,Vellore Nagar,Murugan Mudaliar,1,258.4829,cents,1.046044,2322005.57,1731534.190503909,False,1,False,False,False
TN042000000192,Vellore Nagar,Priya Thevar,1,287.3875,cents,1.163017,1594057.53,669300.0234329778,False,0,False,False,False
TN042000000193,Vellore Nagar,Meenakshi Thevar,1,140.824,cents,0.569895,1006050.97,814232.4268080373,False,0,True,False,False
TN042000000194,Vellore Nagar,Vijayalakshmi Naicker,1,31.5134,cents,0.12753,108460.01,475867.4892767643,True,4,False,False,False
TN042000000195,Vellore Nagar,Suresh Thevar,1,442.0153,cents,1.788774,4102122.36,224217.28689325828,True,4,False,False,False
TN042000000196,Vellore Nagar,Vijayalakshmi Iyer,1,128.1365,cents,0.51855,976648.4,1268284.2517141907,True,4,True,False,False
TN042000000197,Vellore Nagar,Meenakshi Mudaliar,1,203.991,cents,0.825523,1089854.07,1788546.9661389114,False,2,False,False,False
TN042000000198,Vellore Nagar,Meenakshi Iyer,1,221.9278,cents,0.898111,1279601.36,1045331.817137739,False,0,False,False,False
TN042000000199,Vellore Nagar,Arjun Iyengar,1,325.3907,cents,1.31681,2812686.8,1860551.2464993373,True,1,False,False,False
TN042000000200,Vellore Nagar,Vijayalakshmi Gounder,1,499.2185,cents,2.020267,4200240.32,1505659.9112744532,False,0,False,False,False
